year,lat,lon,dataset,PS_pathway,species,Genus,epithet,little_d13,big_D13,phosphorus,myco_type,N_fix,tmp,par,vpd,z,pre_mean,nitrogen_0.5cm,nitrogen_15.30cm,nitrogen_30.60cm,nitrogen_5.15cm,soc_0.5cm,soc_15.30cm,soc_30.60cm,soc_5.15cm,awi_pm_sr_yr,pet_pm_sr_yr,CO2
2003,-12.75,-69.75,Try,C3,Licania membranacea,Licania,membranacea,-31.515,24.28031,2.786,AM,NA,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,375.9833333
2003,75.3,140,Cornwell,C3,Carex aquatilis,Carex,aquatilis,NA,21.9,4.70475,NM-AM,NA,7.805803571,784.2868481,0.500751181,33,65.20892864,9.600000381,5.300000191,4.699999809,6.400000095,151.3999939,83.40000153,73.30000305,123.5999985,6506,204,375.9833333
2003,68,45,Cornwell,C3,Carex ensifolia,Carex,ensifolia,NA,19.7,11.583125,NM-AM,NA,9.084744898,694.034693,0.328896884,32,244.6678567,12.60000038,5.400000095,3.5,8.699999809,258.2000122,93,63.70000076,187.3000031,9597,441,375.9833333
2003,-15.15,-47.51,Try,C3,Licania membranacea,Licania,membranacea,-32.44,25.25942,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,71,67,Cornwell,C3,Carex ensifolia,Carex,ensifolia,NA,19.6,8.98882,NM-AM,NA,6.151517857,685.5694831,0.151976331,11,0,14.30000019,6.599999905,5.800000191,9.600000381,245.3999939,110.1999969,82.69999695,189.5,9863,272,375.9833333
2003,62.54,-142.49,Try,C3,Adenocalymma tanaeciicarpum,Adenocalymma,tanaeciicarpum,-29.97,22.64878,6.334,AM,NA,8.370922619,765.7599586,0.299056726,664,234.8928572,8,3.799999952,2.400000095,5.300000191,179.1999969,52.59999847,29.89999962,126.1999969,6808,574,375.9833333
2003,71.32,-156.62,Try,C3,Trifolium alpestre,Trifolium,alpestre,-26.68,19.19204,4.188,AM,Fixers,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,62.31,-151.82,Try,C3,Combretum,Combretum,NA,-29.6725,22.33524,15.4374,AM,NA,9.14585034,679.2767399,0.322650359,311,322.1696426,8.899999619,2.700000048,2.299999952,5.199999809,166.6999969,59.40000153,48.70000076,145.1000061,9757,561,375.9833333
2003,74,98,Try,C3,Achillea millefolium,Achillea,millefolium,-28.47,21.06986,8.1225,AM,NA,6.84702381,642.3841615,0.302552476,78,134.7357143,14.69999981,4.599999905,3.5,6.400000095,224.5,80.19999695,60.20000076,150,9520,282,375.9833333
2003,71.32,-156.62,Try,C3,Festuca paniculata,Festuca,paniculata,-26.01,18.49096,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,61.85,24.29,Try,C3,Manilkara huberi,Manilkara,huberi,-29.42,22.069385,54.6,AM,NA,9.438229875,671.049743,0.316786066,138,414.2428575,11.39999962,1.600000024,1.100000024,5.5,315,41.70000076,24.20000076,116.4000015,10679,632,375.9833333
2003,71.233,179.417,Cornwell,C3,Carex lugens,Carex,lugens,NA,20.35,5.697,NM-AM,NA,2.433333333,784.5391711,0.139880941,152,77,6.5,3.099999905,2.5,4.800000191,110.4000015,64.90000153,53,87,6014,259,375.9833333
2003,63.92,-145.38,Try,C3,Manilkara huberi,Manilkara,huberi,-30.82,23.54568,30.834,AM,NA,8.620357143,721.7019155,0.351791872,971,190.1517854,10.10000038,2,1,4.599999905,232,46.79999924,16.70000076,117.5999985,4331,632,375.9833333
2003,71.32,-156.62,Try,C3,Rhinanthus alectorolophus,Rhinanthus,alectorolophus,-28.73,21.34319,4.188,NM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,-15.15,-47.51,Try,C3,Goupia glabra,Goupia,glabra,-30.59,23.30283,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,-12.75,-69.75,Try,C3,Poecilanthe effusa,Poecilanthe,effusa,-30.79857143,23.52466857,2.786,AM,Fixers,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,375.9833333
2003,-15.15,-47.51,Try,C3,Aparisthmium cordatum,Aparisthmium,cordatum,-28.92,21.54302,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,-12.75,-69.75,Try,C3,Aparisthmium cordatum,Aparisthmium,cordatum,-31.76,24.53986,2.786,AM,NA,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,375.9833333
2003,69.017,49.367,Cornwell,C3,Carex ensifolia,Carex,ensifolia,NA,20.1,4.3005,NM-AM,NA,8.008363095,647.6744802,0.292263618,74,221.1964288,12.19999981,6.400000095,5.5,9.399999619,202.6999969,93,65.30000305,182.6000061,9788,362,375.9833333
2003,64.07,19.27,Try,C3,Amphirrhox longifolia,Amphirrhox,longifolia,-31.34,24.09514,10.9,AM,NA,8.798399235,732.6530877,0.314484965,241,382.7857148,7.5,1.600000024,1.100000024,4.800000191,189.1999969,53.70000076,37.70000076,143.3000031,9916,603,375.9833333
2003,-12.75,-69.75,Try,C3,Mappia,Mappia,NA,-28.76,21.37474,2.786,AM,NA,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,375.9833333
2003,63.75,15.79,Try,C3,Fridericia prancei,Fridericia,prancei,-28.335,20.927995,40,AM,NA,8.561445578,703.4722842,0.32541375,320,0,8,2,1.399999976,5.699999809,199.3000031,36,27.79999924,123.8000031,9517,591,375.9833333
2003,71.32,-156.62,Try,C3,Potentilla grandiflora,Potentilla,grandiflora,-25.47,17.92659,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,-15.15,-47.51,Try,C3,Lecythis lurida,Lecythis,lurida,-30.91,23.64074,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,-12.75,-69.75,Try,C3,Mimosa,Mimosa,NA,-28.06,20.63913,2.786,AM,Fixers,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,375.9833333
2003,71.32,-156.62,Try,C3,Carum carvi,Carum,carvi,-28.15,20.73365,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,63.92,-145.38,Try,C3,Iryanthera sagotiana,Iryanthera,sagotiana,-30.99,23.72525,30.834,AM,NA,8.620357143,721.7019155,0.351791872,971,190.1517854,10.10000038,2,1,4.599999905,232,46.79999924,16.70000076,117.5999985,4331,632,375.9833333
2003,-14.16,131.39,Try,C3,Iryanthera sagotiana,Iryanthera,sagotiana,-31.12,23.8626,3,AM,NA,26.76235119,1031.906341,1.428823986,160,1173.016073,0.600000024,0.400000006,0.300000012,0.5,8.600000381,4.300000191,2.900000095,7.699999809,4811,2356,375.9833333
2003,-15.15,-47.51,Try,C3,Miconia egensis,Miconia,egensis,-31.17,23.91544,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,-15.15,-47.51,Try,C3,Chimarrhis turbinata,Chimarrhis,turbinata,-32.38,25.19584,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,-15.15,-47.51,Try,C3,Couratari stellata,Couratari,stellata,-32.27,25.07931,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,-15.15,-47.51,Try,C3,Guatteria villosissima,Guatteria,villosissima,-32.11,24.90986,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,71.32,-156.62,Try,C3,Onobrychis montana,Onobrychis,montana,-27.95,20.52364,4.188,AM,Fixers,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,71.32,-156.62,Try,C3,Centaurea uniflora,Centaurea,uniflora,-27.08,19.61107,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,-12.75,-69.75,Try,C3,Eschweilera bracteosa,Eschweilera,bracteosa,-32.2,25.00521,2.786,AM,NA,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,375.9833333
2003,-12.75,-69.75,Try,C3,Sclerolobium chrysophyllum,Sclerolobium,chrysophyllum,-29.89,22.56445,2.786,AM,Non_fixers,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,375.9833333
2003,-15.15,-47.51,Try,C3,Coussarea albescens,Coussarea,albescens,-31.40666667,24.16582,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,71.32,-156.62,Try,C3,Narcissus poeticus,Narcissus,poeticus,-27.73,20.29272,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,-12.75,-69.75,Try,C3,Erisma uncinatum,Erisma,uncinatum,-29.38333333,22.03376333,2.786,AM,NA,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,375.9833333
2003,-15.15,-47.51,Try,C3,Protium spruceanum,Protium,spruceanum,-30.395,23.097355,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,71.32,-156.62,Try,C3,Festuca nigrescens,Festuca,nigrescens,-26.84,19.35961,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,71,137.7,Cornwell,C3,Carex ensifolia,Carex,ensifolia,NA,19.4,4.70475,NM-AM,NA,8.858869048,750.1175917,0.498511318,31,107.3357145,8.899999619,4.099999905,4,4.199999809,98.30000305,51.90000153,50.20000076,72.19999695,5768,360,375.9833333
2003,-12.75,-69.75,Try,C3,Thyrsodium spruceanum,Thyrsodium,spruceanum,-30.97,23.704175,2.786,AM,NA,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,375.9833333
2003,71.32,-156.62,Try,C3,Crepis conyzifolia,Crepis,conyzifolia,-27.76,20.3242,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,62.41,30.57,Try,C3,Perebea mollis,Perebea,mollis,-32.16,24.963325,65.6,AM,NA,9.785987103,719.1372984,0.32462922,127,434.5982142,12.30000019,1.600000024,0.899999976,4.5,341.7000122,39.40000153,21.60000038,132.5,10587,643,375.9833333
2003,61.85,24.29,Try,C3,Sclerolobium paraense,Sclerolobium,paraense,-31.04,23.77844,54.6,AM,Non_fixers,9.438229875,671.049743,0.316786066,138,414.2428575,11.39999962,1.600000024,1.100000024,5.5,315,41.70000076,24.20000076,116.4000015,10679,632,375.9833333
2003,71.32,-156.62,Try,C3,Trifolium pratense,Trifolium,pratense,-27.47,20.01995,4.188,AM,Fixers,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,-15.15,-47.51,Try,C3,Manilkara huberi,Manilkara,huberi,-31.63,24.40255,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,63.33,-150.33,Try,C3,Fridericia prancei,Fridericia,prancei,-26.67,19.18157,15.4374,AM,NA,4.073541667,652.5586317,0.10289158,1528,0,10.80000019,4.5,3.099999905,6.900000095,224.8000031,107,72.69999695,151,10028,583,375.9833333
2003,71.32,-156.62,Try,C3,Sesleria caerulea,Sesleria,caerulea,-26.865,19.38581,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,-18.333,-69.667,Cornwell,C3,Lupinus oreophilus,Lupinus,oreophilus,NA,16.2,2.612,NM,Fixers,11.19449405,944.335106,0.624670886,3006,0,1.5,0.800000012,0.800000012,1.299999952,14,11.60000038,7.800000191,13.10000038,871,1755,375.9833333
2003,-12.65,132.92,Try,C3,Licania heteromorpha,Licania,heteromorpha,-29.79166667,22.46106333,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,375.9833333
2003,-18.333,-69.667,Cornwell,C3,Baccharis santelicis,Baccharis,santelicis,NA,14.8,2.612,AM,NA,11.19449405,944.335106,0.624670886,3006,0,1.5,0.800000012,0.800000012,1.299999952,14,11.60000038,7.800000191,13.10000038,871,1755,375.9833333
2003,61.85,24.29,Try,C3,Copaifera duckei,Copaifera,duckei,-28.034,20.612092,54.6,AM,Non_fixers,9.438229875,671.049743,0.316786066,138,414.2428575,11.39999962,1.600000024,1.100000024,5.5,315,41.70000076,24.20000076,116.4000015,10679,632,375.9833333
2003,-15.15,-47.51,Try,C3,Poecilanthe effusa,Poecilanthe,effusa,-32.65,25.48199,2.4273483,AM,Fixers,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,31.66,-110.18,Cornwell,C3,Chenopodium album,Chenopodium,album,-29.8,21.91775862,3.9536,NM-AM,NA,16.73392857,944.8643026,1.267885511,1372,351.7839286,1.200000048,0.800000012,0.600000024,0.899999976,9.300000191,5.300000191,3.900000095,8,1415,2451,375.9833333
2003,61.85,24.29,Try,C3,Prionostemma aspera,Prionostemma,aspera,-28.85071429,21.47105429,54.6,AM,NA,9.438229875,671.049743,0.316786066,138,414.2428575,11.39999962,1.600000024,1.100000024,5.5,315,41.70000076,24.20000076,116.4000015,10679,632,375.9833333
2003,-12.75,-69.75,Try,C3,Inga rubiginosa,Inga,rubiginosa,-31.905,24.692855,2.786,AM,Fixers,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,375.9833333
2003,-12.65,132.92,Try,C3,Licaria brasiliensis,Licaria,brasiliensis,-32.85,25.69405,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,375.9833333
2003,-12.75,-69.75,Try,C3,Couratari stellata,Couratari,stellata,-30.18,22.87022,2.786,AM,NA,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,375.9833333
2003,-12.65,132.92,Try,C3,Eschweilera,Eschweilera,NA,-29.91,22.58553,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,375.9833333
2003,-12.75,-69.75,Try,C3,Coccoloba excelsa,Coccoloba,excelsa,-29.04,21.66928,2.786,EcM,NA,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,375.9833333
2003,-14.3,132.083,Try,C3,Manilkara huberi,Manilkara,huberi,-29.16,21.79556,3,AM,NA,26.78794643,1037.621116,1.488715301,256,1099.58393,0.699999988,0.600000024,0.400000006,0.699999988,7.099999905,4.199999809,3,6,4208,2411,375.9833333
2003,-12.75,-69.75,Try,C3,Amphirrhox longifolia,Amphirrhox,longifolia,-31.74,24.51821,2.786,AM,NA,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,375.9833333
2003,63.92,-145.38,Try,C3,Licania michelli,Licania,michelli,-30.84,23.5668,30.834,AM,NA,8.620357143,721.7019155,0.351791872,971,190.1517854,10.10000038,2,1,4.599999905,232,46.79999924,16.70000076,117.5999985,4331,632,375.9833333
2003,-12.65,132.92,Try,C3,Protium apiculatum,Protium,apiculatum,-30.005,22.685775,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,375.9833333
2003,-12.75,-69.75,Try,C3,Adenocalymma tanaeciicarpum,Adenocalymma,tanaeciicarpum,-28.012,20.59166,2.786,AM,NA,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,375.9833333
2003,-15.15,-47.51,Try,C3,Iryanthera sagotiana,Iryanthera,sagotiana,-30.99,23.72525,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,-18.333,-69.667,Cornwell,C3,Coreopsis fasciculata,Coreopsis,fasciculata,NA,19.8,2.612,AM,NA,11.19449405,944.335106,0.624670886,3006,0,1.5,0.800000012,0.800000012,1.299999952,14,11.60000038,7.800000191,13.10000038,871,1755,375.9833333
2003,62.41,30.57,Try,C3,Adenocalymma tanaeciicarpum,Adenocalymma,tanaeciicarpum,-27.85625,20.42613,65.6,AM,NA,9.785987103,719.1372984,0.32462922,127,434.5982142,12.30000019,1.600000024,0.899999976,4.5,341.7000122,39.40000153,21.60000038,132.5,10587,643,375.9833333
2003,62.52,-152.41,Try,C3,Adenocalymma tanaeciicarpum,Adenocalymma,tanaeciicarpum,-29.64,22.301,15.4374,AM,NA,5.992619048,661.2275451,0.180386505,1146,280.0500001,8.800000191,3.200000048,2.400000095,5.599999905,159.1999969,57.90000153,37,107.5,9721,577,375.9833333
2003,71.32,-156.62,Try,C3,Euphorbia cyparissias,Euphorbia,cyparissias,-26.85,19.37009,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,61.85,24.29,Try,C3,Pouteria macrophylla,Pouteria,macrophylla,-30.96,23.69355,54.6,AM,NA,9.438229875,671.049743,0.316786066,138,414.2428575,11.39999962,1.600000024,1.100000024,5.5,315,41.70000076,24.20000076,116.4000015,10679,632,375.9833333
2003,-13.08,131.12,Try,C3,Eschweilera pedicellata,Eschweilera,pedicellata,-32.495,25.31787,3,AM,NA,26.86383929,1012.792304,1.249135063,188,1442.601787,0.899999976,0.5,0.400000006,0.800000012,11.30000019,5.5,3.900000095,8.199999809,6196,2254,375.9833333
2003,-12.7,131,Try,C3,Guatteria villosissima,Guatteria,villosissima,-30.02,22.7015,3,AM,NA,27.36488095,998.2628631,1.194878693,41,1559.457141,1.100000024,0.800000012,0.5,1.100000024,24.20000076,14,11.39999962,20.60000038,7184,2248,375.9833333
2003,-18.333,-69.667,Cornwell,C3,Polylepis rugulosa,Polylepis,rugulosa,NA,14.4,2.612,AM,NA,11.19449405,944.335106,0.624670886,3006,0,1.5,0.800000012,0.800000012,1.299999952,14,11.60000038,7.800000191,13.10000038,871,1755,375.9833333
2003,71.32,-156.62,Try,C3,Chaerophyllum hirsutum,Chaerophyllum,hirsutum,-26.6,19.10828,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,-12.75,-69.75,Try,C3,Tetragastris panamensis,Tetragastris,panamensis,-32.55,25.37599,2.786,NM-AM,NA,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,375.9833333
2003,-15.15,-47.51,Try,C3,Sclerolobium chrysophyllum,Sclerolobium,chrysophyllum,-30.47,23.17618,2.4273483,AM,Non_fixers,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,31.66,-110.18,Cornwell,C3,Aphananthe cuspidata,Aphananthe,cuspidata,-26.9,19.01775862,3.9536,AM,NA,16.73392857,944.8643026,1.267885511,1372,351.7839286,1.200000048,0.800000012,0.600000024,0.899999976,9.300000191,5.300000191,3.900000095,8,1415,2451,375.9833333
2003,46.803028,-116.531949,Sheldon ,C3,Thuja plicata,Thuja,plicata,-27.21332494,19.59661397,28.0428,AM,NA,11.35706349,719.6532039,0.705692001,848,553.7803566,6.599999905,1.299999952,0.800000012,2.099999905,110.5,16.79999924,6.900000095,33.09999847,6795,1156,375.9833333
2003,62.41,30.57,Try,C3,Abuta rufescens,Abuta,rufescens,-27.51,20.0619,65.6,AM,NA,9.785987103,719.1372984,0.32462922,127,434.5982142,12.30000019,1.600000024,0.899999976,4.5,341.7000122,39.40000153,21.60000038,132.5,10587,643,375.9833333
2003,-12.75,-69.75,Try,C3,Manilkara huberi,Manilkara,huberi,-32.44,25.25942,2.786,AM,NA,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,375.9833333
2003,-12.65,132.92,Try,C3,Coussarea albescens,Coussarea,albescens,-31.455,24.217655,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,375.9833333
2003,61.85,24.29,Try,C3,Mouriri brachyanthera,Mouriri,brachyanthera,-32.23,25.03694,54.6,AM,NA,9.438229875,671.049743,0.316786066,138,414.2428575,11.39999962,1.600000024,1.100000024,5.5,315,41.70000076,24.20000076,116.4000015,10679,632,375.9833333
2003,61.85,24.29,Try,C3,Machaerium amazonense,Machaerium,amazonense,-30.38,23.08121,54.6,AM,Fixers,9.438229875,671.049743,0.316786066,138,414.2428575,11.39999962,1.600000024,1.100000024,5.5,315,41.70000076,24.20000076,116.4000015,10679,632,375.9833333
